excluded_tc,measured,predicted,error,abs_error,rel_error,lower_95,upper_95,pi_width,within_pi,pi_error
TC2,0.0009413310363124,-1.469003777297664,-1.4699451083339765,1.4699451083339765,1561.560228686803,-1.469003777297664,-1.469003777297664,0.0,False,1.4699451083339765
TC3,0.0,-1.0438262949048056,-1.0438262949048056,1.0438262949048056,,-1.0438262949048056,-1.0438262949048056,0.0,False,1.0438262949048056
TC5,0.0015510011619135,9.095218573782459,9.093667572620545,9.093667572620545,5863.095267705353,8.717817597764741,9.472620239411768,0.7548026416470268,False,8.716266596602827
TC6,9.533452395765956e-05,-5.005570015076145,-5.005665349600103,5.005665349600103,52506.32343665181,-5.005570015076145,-5.005570015076145,0.0,False,5.005665349600103
TC8,0.0,8.818977304526939,8.818977304526939,8.818977304526939,,7.035557486883901,10.602397466961996,3.566839980078095,False,7.035557486883901
TC9,0.0,5.372832115097566,5.372832115097566,5.372832115097566,,5.372832115097566,5.372832115097566,0.0,False,5.372832115097566
TC10,7.761439970564537,0.0008923520072594156,-7.760547618557278,7.760547618557278,0.999885027519295,0.0008923520072594156,0.0008923520072594156,0.0,False,7.760547618557278
