TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,TC20,TC21,TC22,TC23,TC24,TC25,TC26,TC27,TC28,TC29,TC30,TC31,TC32,TC33,TC34,TC35,TC36
1.273676124070072859e+02,1.329678252983017046e+02,1.198209395069680738e+02,1.324450038375223642e+02,1.362680936908862748e+02,1.311111740033808815e+02,1.561684896136452778e+02,1.537797589638519753e+02,1.457206575279950869e+02,1.445026669073077699e+02,1.527072939847995201e+02,1.535956821844969795e+02,2.107501619053357729e+02,2.118856408866355139e+02,2.104050406791691898e+02,2.182995341388644590e+02,2.091742526682418486e+02,2.091830689652361741e+02,3.644157259586667124e+02,3.601048239219886682e+02,3.547251354109772024e+02,3.521077683631842774e+02,3.630321926185856682e+02,3.665407790204721437e+02,6.129821694932961691e+02,6.181687737089961274e+02,6.199752244437679565e+02,6.215988133227174330e+02,6.112650331241047752e+02,6.197053112967300876e+02,-2.765018627252314065e+00,-8.676983857746645157e-01,5.688753328248230545e-01,3.334565195287524375e+00,-4.155967934296071142e+00,2.167137813156797321e+00
1.293622549830692492e+02,1.261044981858691330e+02,1.270359028914853354e+02,1.341004764983716484e+02,1.333896963958261210e+02,1.223548184937207139e+02,1.487617980340565680e+02,1.378575010285106828e+02,1.518166397162983969e+02,1.484055687640290557e+02,1.400097672935519881e+02,1.421408996023970417e+02,2.048890579752445547e+02,2.089082043569363805e+02,2.053348814338317538e+02,1.980913325746159899e+02,2.125553013071382225e+02,2.116182812490063725e+02,3.682859777673907615e+02,3.654080040956650350e+02,3.561085678260149621e+02,3.580408116620570809e+02,3.621423608565166319e+02,3.578706309198909139e+02,6.234699035834898950e+02,6.193270897698063209e+02,6.236522853643689359e+02,6.215487818320768838e+02,6.158473875560312081e+02,6.248497412152379411e+02,-8.011741677202735001e-01,5.041402810558044401e+00,-2.506410850888872943e+00,2.100262667016241203e+00,8.142402187520083601e+00,4.575195628917432700e+00
1.186559376517493689e+02,1.388877260023766667e+02,1.258419887781555673e+02,1.306718479828694797e+02,1.305017207649630961e+02,1.346557996861982645e+02,1.487563249286083931e+02,1.450753901029973747e+02,1.467719582382360954e+02,1.444047813725193521e+02,1.522578696966016594e+02,1.538722974203408000e+02,2.143693058556479230e+02,2.095094960816630589e+02,2.095364892817058831e+02,2.127027411754419006e+02,2.166384150530416548e+02,2.170618666223081163e+02,3.584793526755332209e+02,3.724242109125199818e+02,3.581707177362689549e+02,3.624818989768927509e+02,3.686082845818093006e+02,3.653439726692579939e+02,6.265228990126931876e+02,6.193602151193019836e+02,6.221620607956126605e+02,6.259895021873948053e+02,6.149880936289511055e+02,6.120164843534731745e+02,4.847698407793847863e+00,3.444671516104332198e+00,1.004171580613943604e+01,4.206176300544743896e-01,-8.425818756790334874e+00,2.552088481454950930e+00
1.342448790508961736e+02,1.214290540364696795e+02,1.357122526272541450e+02,1.287288094089970798e+02,1.229187866524534485e+02,1.300192382412387815e+02,1.461427828218319007e+02,1.495130544647096258e+02,1.569127339480155001e+02,1.417309037697155816e+02,1.528008967660161659e+02,1.479434738633136703e+02,2.006835336994753618e+02,2.142590621527302801e+02,2.095830673632138996e+02,2.118704676463964915e+02,2.147875708396811092e+02,2.121464480627544447e+02,3.666033709875346744e+02,3.619174838840858115e+02,3.663338152268163412e+02,3.534726811909888511e+02,3.621395274832601103e+02,3.617920747288475809e+02,6.257822986379603662e+02,6.244663516473967775e+02,6.200964700591466681e+02,6.292793069107366364e+02,6.147598370693334573e+02,6.139565499741069061e+02,4.732171175054459944e+00,-6.745693747762068426e+00,-5.496767941968792037e-01,2.687767587419582327e+00,4.550300747221207587e+00,-8.063812864998114449e-01
1.323587495544122987e+02,1.168603610140982880e+02,1.312651053865705535e+02,1.387407353926455755e+02,1.235415763198080867e+02,1.336634005975151069e+02,1.533710084240603067e+02,1.420736710024110891e+02,1.482463463047829464e+02,1.530811701603882966e+02,1.469397099160790390e+02,1.497849533226039398e+02,2.108546584440645688e+02,2.084402715580259837e+02,2.078501557768187240e+02,2.087336064452538267e+02,2.063996799920466287e+02,2.181062014978435570e+02,3.538044006917967863e+02,3.701449438130679823e+02,3.493839752886404995e+02,3.544703268078891369e+02,3.653145117870316199e+02,3.614193423905459781e+02,6.130595648029579934e+02,6.190657544349301133e+02,6.253276913234660697e+02,6.160208131207390352e+02,6.121680937735613952e+02,6.169646727957566554e+02,1.350009797593124894e+00,-9.483024608149403178e+00,1.360056309299207555e+01,1.392986666735258616e+00,-3.674026901889568819e+00,-5.244746897111515871e+00
1.262525360076749052e+02,1.333299483222016022e+02,1.282438810008843291e+02,1.336962004202456455e+02,1.334160735891462366e+02,1.360719235832677327e+02,1.409034457558894928e+02,1.563885241797157448e+02,1.503952089322386598e+02,1.496744258576041204e+02,1.468855373449842716e+02,1.532900634425913324e+02,2.163253774748240801e+02,2.077896215818297208e+02,2.092151568184347639e+02,2.064569099173814948e+02,2.088955688323834750e+02,2.081574236315434234e+02,3.672778927296233178e+02,3.586595612605649990e+02,3.614491002641682940e+02,3.574047421783715208e+02,3.581522128953408810e+02,3.623815182127042362e+02,6.229722962249767306e+02,6.235408715248015596e+02,6.109358526749213070e+02,6.089797641060655451e+02,6.143250133171402467e+02,6.180868912487746911e+02,-5.444167730660835147e+00,-4.491250749108113283e+00,-4.145816154192381031e-01,2.064594508864136202e+00,4.783858604886134458e+00,-4.186345931135522669e+00
1.289326253274854253e+02,1.233065994843626214e+02,1.241089151262838470e+02,1.323079250155329021e+02,1.317720842555114871e+02,1.399598956252298763e+02,1.516923944515093581e+02,1.464303143066707946e+02,1.497935886708403643e+02,1.474814654989092162e+02,1.501034210354821994e+02,1.438565384361235999e+02,2.076506983410349392e+02,2.208940321071707444e+02,2.074883450984369517e+02,2.061955404424695928e+02,2.110983458646206259e+02,2.045218769989639043e+02,3.708534119694278957e+02,3.614762983741019298e+02,3.799987674833790265e+02,3.544374213007240542e+02,3.626500591650508341e+02,3.634187531751474580e+02,6.122195556589931584e+02,6.119737632895190700e+02,6.252648987698918290e+02,6.129976583084229560e+02,6.241340611682747976e+02,6.172322028252897326e+02,-6.758662393206815722e-01,1.467718298140062050e+00,-5.628809221780436189e+00,-8.788219031927290814e+00,-4.331518874563903054e+00,-7.210708959450875533e+00
1.213330596842129978e+02,1.325623561935906878e+02,1.283909886254456865e+02,1.301698255469693208e+02,1.260604722456636182e+02,1.265985552525303461e+02,1.466191832482534210e+02,1.381879713087355412e+02,1.480077288820002082e+02,1.563585079669188644e+02,1.528955018014921450e+02,1.496210148100995525e+02,2.097064258830662027e+02,2.134074938805280794e+02,2.143478623062081567e+02,2.104102110028127299e+02,2.072329901645001371e+02,2.164375508287232321e+02,3.681353875571574008e+02,3.530375702384111491e+02,3.663036823284510319e+02,3.660378991304357896e+02,3.526231118270907245e+02,3.634704293213845858e+02,6.202360942649294202e+02,6.203492570459776516e+02,6.123701990119487846e+02,6.135795048830354972e+02,6.154698971916920982e+02,6.149656950758771927e+02,-1.687214474133695408e+00,-5.537001403665311017e+00,-4.821239796554591450e+00,-3.249872132349946430e+00,1.419944991699186865e+00,1.391913342204817461e+01
1.344125746950123244e+02,1.208505499964214209e+02,1.334191898261283598e+02,1.232803888410832798e+02,1.321377142134482483e+02,1.340146665880422177e+02,1.567279207226688413e+02,1.486897238101275889e+02,1.506666292375516036e+02,1.527157560587487808e+02,1.528088911035594322e+02,1.531896017153789842e+02,1.983646373041033826e+02,2.059799809224240050e+02,2.144554909323348397e+02,2.023870909737977115e+02,2.064316283286948135e+02,2.123963579872679759e+02,3.579637802765835772e+02,3.567911222076835429e+02,3.578092519061020766e+02,3.611199171318186814e+02,3.670584180848196070e+02,3.601672237368492802e+02,6.248083891615857510e+02,6.197744383636729708e+02,6.198459656120162435e+02,6.200907641027932868e+02,6.183146485260040208e+02,6.187501709837086992e+02,1.328807057399534663e+01,1.012166089879485398e+01,-6.360371884557186384e+00,-5.155724205206970723e+00,-3.244453522728222961e+00,-1.238812968271951087e+00
1.260247254532080063e+02,1.164637387717682202e+02,1.332470402748729725e+02,1.320558204802914304e+02,1.337607060025256942e+02,1.332998829909615779e+02,1.513800616484067234e+02,1.444406021445309705e+02,1.517975850976159791e+02,1.538898936837630060e+02,1.583536920783806181e+02,1.546268494906135231e+02,2.135225001942236247e+02,2.091563498419676250e+02,2.013847935980166426e+02,2.014971479249362005e+02,2.042132338674251741e+02,2.049560346070467745e+02,3.625181147593941660e+02,3.610918944276663183e+02,3.680844212827493038e+02,3.690509354726535776e+02,3.560474021335742236e+02,3.642485507252602019e+02,6.163153992421479188e+02,6.208648315919759852e+02,6.235225103755686860e+02,6.306685254375379373e+02,6.180919613030182518e+02,6.185900737795366240e+02,1.765884071103615227e+00,-5.194496088791058952e+00,1.770326373721160529e-01,1.135433623370535328e+00,-1.483126923239352024e+00,1.305226495129986830e+01
1.345973040537283225e+02,1.295270075714746554e+02,1.280336054024799353e+02,1.342608997782083122e+02,1.323454283297694190e+02,1.271248041571860199e+02,1.508118059770298203e+02,1.631351224074549293e+02,1.431207988750754225e+02,1.479213092868619128e+02,1.532473327995419652e+02,1.557128652742652264e+02,2.030033854751408455e+02,2.072164434890739528e+02,2.106733906646550167e+02,2.095945958252179082e+02,2.196869813194209371e+02,1.965336702511172575e+02,3.739924903908213878e+02,3.605678264869405893e+02,3.530914772901215883e+02,3.663468345231740386e+02,3.578792427178558455e+02,3.560820910310654313e+02,6.234888471581608655e+02,6.206075368483723196e+02,6.189541149829732376e+02,6.237789670591261029e+02,6.187767504288874534e+02,6.119144866064802954e+02,4.967178186468444778e+00,3.436914632394652003e+00,-1.064533020025209709e+01,-2.092557476207080658e+00,4.133784026680729085e+00,-8.943909419835196495e-01
1.301705352832437086e+02,1.298330328487128043e+02,1.209719016909536720e+02,1.337208672283919384e+02,1.270886874820029391e+02,1.281808981320658916e+02,1.481914412614826233e+02,1.444526594599055898e+02,1.538830107317422176e+02,1.509069697866774789e+02,1.602643967800945006e+02,1.472391868483724977e+02,2.133198026965931717e+02,2.127897934740889241e+02,2.122007706099611539e+02,2.053344233599095787e+02,2.071636285067629046e+02,2.162220393908616813e+02,3.723619025411373968e+02,3.579092257290955672e+02,3.590262966455613309e+02,3.608711699510047879e+02,3.538156619465931954e+02,3.594571402006420158e+02,6.239205256905826218e+02,6.125417742192997821e+02,6.118591962702604405e+02,6.109820683221573745e+02,6.227504510446952963e+02,6.153474417804653740e+02,1.168393621490576173e+01,3.923460447500132453e+00,7.581992999597912508e+00,-3.808796027476518908e+00,-9.899450841548286917e+00,5.203013202149699090e+00
1.293653380931360175e+02,1.268728763071100190e+02,1.223909921844656168e+02,1.239862500474065143e+02,1.309167658902428286e+02,1.227917935597406398e+02,1.522743363944703674e+02,1.496581988467993938e+02,1.383813832610999555e+02,1.442593574335164135e+02,1.604881431672721703e+02,1.577962198295435314e+02,2.046329257747827057e+02,1.937338947861476299e+02,2.040348736475309863e+02,1.978867826817183584e+02,2.256572102745024040e+02,2.122678918614486463e+02,3.678223111908680494e+02,3.491702539294109897e+02,3.709251460378048364e+02,3.567888933372732936e+02,3.673272995683181534e+02,3.753061507782167041e+02,6.176333325731691275e+02,6.217630633607620894e+02,6.237348245996462310e+02,6.033162060546376324e+02,6.249662380374934401e+02,6.065713412868268506e+02,-1.015192669597316666e+01,3.950507077867327244e+00,2.806241558429928062e+00,7.285887296036536398e+00,3.002664642924939287e+00,6.786407870358217131e+00
1.280921291907659167e+02,1.290544522874936035e+02,1.292125383866887205e+02,1.400957959789492975e+02,1.177258724303117816e+02,1.272448840638841574e+02,1.513733975040708231e+02,1.407173489105168755e+02,1.514365805658387103e+02,1.391818603335978537e+02,1.495898313547957912e+02,1.492549506900606957e+02,2.071478823188349168e+02,2.002970008913659967e+02,2.046497416814946462e+02,2.129227685710721971e+02,2.060079193563931312e+02,2.079973206103221344e+02,3.580258216154261959e+02,3.590759397386747764e+02,3.617982473677737971e+02,3.574694283424444734e+02,3.692366077899109200e+02,3.535814859995582538e+02,6.248390324903115243e+02,6.183138570049499094e+02,6.290484891244418577e+02,6.281561027582513361e+02,6.291320457181835764e+02,6.161064192649997722e+02,4.602743850102583245e+00,-3.882446964800647216e+00,-2.360616094680580979e+00,-9.744896373598319173e+00,-9.972647180258700672e+00,-1.179724581866697264e+00
1.225013535017168067e+02,1.332933228296180062e+02,1.302105833586704762e+02,1.318141444755025589e+02,1.298170472493628438e+02,1.240221270322675480e+02,1.472845591899088618e+02,1.508756449192208891e+02,1.483922576515193441e+02,1.529011684682829468e+02,1.492620372297805886e+02,1.406649821665901072e+02,2.007326754384769743e+02,2.074903579369073441e+02,2.026887203513481381e+02,2.145552684542591919e+02,2.131224485318221866e+02,2.101779404150325945e+02,3.563817957447730578e+02,3.624785031023460533e+02,3.664662830038203083e+02,3.597199413286049321e+02,3.704628510205853331e+02,3.639719816761714242e+02,6.139258030341193262e+02,6.192307852846942069e+02,6.043898580393863540e+02,6.175128251912941550e+02,6.253808111443994449e+02,6.243881213505862888e+02,9.541731063689566916e-01,1.147267335868214921e+01,3.409729734089522957e+00,-4.997308007220976123e+00,-1.662443373734239316e+01,5.036997653150560694e+00
1.259547595956668573e+02,1.240854473821063095e+02,1.324882470005331072e+02,1.226069278903204918e+02,1.338573104775253171e+02,1.391199081841627105e+02,1.484723290416541488e+02,1.546835368380614284e+02,1.511748661430731318e+02,1.380740696733132893e+02,1.558794966415658507e+02,1.433626219705801361e+02,2.070671746372234168e+02,2.117468991488462962e+02,2.123476607034177732e+02,2.103506042349400218e+02,2.067124538655163803e+02,2.035691837000863700e+02,3.764719542092391293e+02,3.640090825755511332e+02,3.657839033474887742e+02,3.592440849251256054e+02,3.487521977939441058e+02,3.610909664076024796e+02,6.121630466232138588e+02,6.150873480937500517e+02,6.218644702700132711e+02,6.189306386232500472e+02,6.175356238451345234e+02,6.267990572856019753e+02,-1.442285529830181190e+01,3.389562743728863126e+00,6.776335110848843435e-01,-1.932709291851397726e-02,-2.027823743227239461e-01,-3.082326385956748460e+00
1.156870732032918738e+02,1.311264233668963186e+02,1.428653687049601899e+02,1.323914429447534928e+02,1.210262945073843639e+02,1.273606223519034302e+02,1.561651618934925523e+02,1.472216493381363307e+02,1.473459277456630048e+02,1.479085231001405418e+02,1.606938283781886696e+02,1.511197795475442263e+02,2.118760116217034408e+02,2.108474401604365767e+02,2.175485841992759504e+02,2.231910652812800606e+02,2.120490695797484761e+02,2.071035355950174619e+02,3.653614851006047388e+02,3.594085804517908969e+02,3.633110196942320727e+02,3.668083681336543691e+02,3.637923953338461160e+02,3.604232642324617473e+02,6.203563867227752553e+02,6.174599220270278011e+02,6.167886755997037653e+02,6.131745742283956133e+02,6.286973126949590096e+02,6.192827178429636206e+02,-5.461977346380114895e+00,3.245583552554248019e+00,-9.238261815805820731e+00,1.222979405830512789e+00,4.351821688804452748e+00,2.122091251162443459e+00
1.346101928951601963e+02,1.229952127105329254e+02,1.359085990053764021e+02,1.211505507959192727e+02,1.201049860954193065e+02,1.280699477203130243e+02,1.429852520382895875e+02,1.398204822487133185e+02,1.524365645216698226e+02,1.407585683944282096e+02,1.482493984828331577e+02,1.535661646553583353e+02,2.045890279140661789e+02,2.162978416002430322e+02,2.041916485289560796e+02,2.135910878586553281e+02,2.056406737830741349e+02,2.095442912730727869e+02,3.535056201035314416e+02,3.609074128346553039e+02,3.541966275862778843e+02,3.618560012437475848e+02,3.605950020339044499e+02,3.550981166187800113e+02,6.204545131685065371e+02,6.170131761008085505e+02,6.152534202511455987e+02,6.133716059690212887e+02,6.202717254154083548e+02,6.192733534462288389e+02,-4.273948420629656297e+00,-3.877208508615937355e+00,4.072858669294117107e-01,-2.837268724082599558e+00,5.384609588928892521e-01,8.288881286703141171e+00
1.348087917637162434e+02,1.356046109922353082e+02,1.299642506174903360e+02,1.213878529853483172e+02,1.183910256650237898e+02,1.359427059460809915e+02,1.334000147787701280e+02,1.596456135998894865e+02,1.493385935876891892e+02,1.376051405572630131e+02,1.437729737687112959e+02,1.485032152055818244e+02,2.043203299302764435e+02,2.167308345006911452e+02,2.082468484050614563e+02,2.125817590442208314e+02,2.022984762814804469e+02,2.080372213654037807e+02,3.528615570410927376e+02,3.617809887646135394e+02,3.614279743882818252e+02,3.635185759349020032e+02,3.651150309910349279e+02,3.565828367009465865e+02,6.124331639179275726e+02,6.256959714498121912e+02,6.044039162659719295e+02,6.171204954815575547e+02,6.279696817138357119e+02,6.158029182009721580e+02,7.748109709758209007e+00,1.685155406639244458e+00,-5.644031203124907137e+00,-8.949729599743641018e+00,-8.005633510467522029e+00,-7.697454377163914785e-02
1.150510506160511852e+02,1.252981136890622480e+02,1.235861103309021445e+02,1.404737137120579007e+02,1.305867473186052052e+02,1.262688067398634928e+02,1.423445481836046724e+02,1.474025862040276991e+02,1.558280382078073103e+02,1.532708901582992098e+02,1.380018681456974150e+02,1.545473910198024612e+02,2.037133199870182523e+02,2.100620114994806045e+02,2.089449739987738894e+02,1.977947921208829882e+02,2.074615943218141751e+02,2.087255580037345624e+02,3.666393253926824514e+02,3.567629743614112954e+02,3.580740770797019650e+02,3.561988899437245664e+02,3.550736521362707663e+02,3.589235194057787339e+02,6.159422258615949204e+02,6.124287024043346719e+02,6.258368500534387522e+02,6.076880915843680668e+02,6.136366314967484641e+02,6.301392694240291803e+02,1.013268355000815912e+00,5.130663865227556464e+00,-1.591445426567293264e+00,5.904409714512311780e+00,-1.418497403315084782e+00,9.245570912110863127e-01
1.285282690638046006e+02,1.284568752046891120e+02,1.311144272793967218e+02,1.391366854026130397e+02,1.268111807252339531e+02,1.397429300798684721e+02,1.560055197348818865e+02,1.469438847247010926e+02,1.476981378917766676e+02,1.464149121201501202e+02,1.459029762887334698e+02,1.448599317841969878e+02,2.061868298158273660e+02,2.099625014892277761e+02,2.067298303436245419e+02,2.098441530455718009e+02,2.092159651329245094e+02,2.124791918208142079e+02,3.630419703920815664e+02,3.611382316392267171e+02,3.700033704149469713e+02,3.625023142565868852e+02,3.591973713438641767e+02,3.685958468878237682e+02,6.064436623451102832e+02,6.295134164540831989e+02,6.238811559536911773e+02,6.225488680088975570e+02,6.185789078357713606e+02,6.193339666197038014e+02,1.217043368716748120e-01,-3.463388198458076772e+00,-1.832223079586957182e+00,-2.565245125698768724e+00,-4.596555094373799832e+00,1.734981428625468336e+00
1.327882988409954805e+02,1.268383364393344550e+02,1.307584932054298292e+02,1.213602012041772866e+02,1.330643589270810878e+02,1.312034711130753522e+02,1.539090322733810865e+02,1.597272789406948164e+02,1.562360192334591318e+02,1.546597344152957874e+02,1.504397198256827437e+02,1.455892740035309032e+02,1.991526772755644572e+02,2.123967087956064574e+02,2.054143539728813437e+02,2.022998030192230488e+02,2.097422488664788034e+02,2.095578770904543546e+02,3.586500718338331808e+02,3.648446128840773781e+02,3.531049866116012481e+02,3.629784296164628472e+02,3.592996090337298369e+02,3.624515917271002650e+02,6.127081245806585912e+02,6.155174102112100627e+02,6.322182744927758904e+02,6.261925595431127931e+02,6.174351884888570794e+02,6.221868198483057313e+02,-3.128047284589332566e-01,8.593674880289352558e-01,-3.163356545512607809e+00,3.151531220335297867e+00,7.935500707617096694e+00,1.985066253924561153e-01
1.224320533225142356e+02,1.369219659283576789e+02,1.265322120677538607e+02,1.270006048511455532e+02,1.266791963359339661e+02,1.339637777649199961e+02,1.419892566724588221e+02,1.606803735619697306e+02,1.599870442518180198e+02,1.498645584910933337e+02,1.503302354280169482e+02,1.399698412942486243e+02,2.137845765609641546e+02,2.119422443559742817e+02,2.120246303674871342e+02,2.087365457302044547e+02,2.109731104286403536e+02,2.057088658887806503e+02,3.630010255623049034e+02,3.616424546229367252e+02,3.565140679690413776e+02,3.685138512449301516e+02,3.643484287888197173e+02,3.631553114164008207e+02,6.119725689950834067e+02,6.237180788093419324e+02,6.228886296252726424e+02,6.261766123052747162e+02,6.258691085569894312e+02,6.167602153111305370e+02,-1.019390663032455180e+01,5.320214699828226479e+00,-8.201448342169255667e+00,-2.369716670550418236e+00,-8.971272229953672905e+00,-1.093545526432184900e+01
1.316308487246699030e+02,1.385239092953714817e+02,1.231468689001262078e+02,1.311815674952917448e+02,1.437314617489822695e+02,1.206458432994673018e+02,1.471132603942909327e+02,1.439729134220479807e+02,1.492613488343907022e+02,1.523114854641972045e+02,1.467741045139840423e+02,1.523999596809594266e+02,2.134896225300849721e+02,2.060016708929741753e+02,2.021828538613029309e+02,2.067841101649281939e+02,2.108703967593646951e+02,2.149948353741085612e+02,3.546003595224980245e+02,3.586005675788844655e+02,3.688430860983494881e+02,3.603811329246075843e+02,3.531637193595055919e+02,3.676118824186949041e+02,6.178622383988781621e+02,6.151157676928431783e+02,6.208730998120441882e+02,6.084329494126070585e+02,6.161071755681866762e+02,6.165582945659680263e+02,-4.805513613530290051e+00,-7.756321682485099345e+00,-1.268970023356142640e+01,-5.897942458525341491e-01,1.769715227410532998e+00,8.684703599330095614e+00
1.214636153221562012e+02,1.384937330340819130e+02,1.255991398381766970e+02,1.212015745067438246e+02,1.376422976102280700e+02,1.391359885742390929e+02,1.473218983557201227e+02,1.601857896951231339e+02,1.511374232415322467e+02,1.434244690564623568e+02,1.482614353645474523e+02,1.530443291849589684e+02,2.052746441949588529e+02,2.127860515051893344e+02,2.099818496034753252e+02,2.108154116445188890e+02,2.033190532467360470e+02,2.023988029742833135e+02,3.612393435081118582e+02,3.547125358846556651e+02,3.597576162346912838e+02,3.561223218964832427e+02,3.706665765187969441e+02,3.611731071935878390e+02,6.229925459523765312e+02,6.150631868817670238e+02,6.149666487410805757e+02,6.154395599441279501e+02,6.172087582551387186e+02,6.135343430222313827e+02,6.606530779917352270e-01,-5.512118174993163144e+00,8.757381551717452695e+00,3.097036842239168752e+00,2.882839176702410633e+00,4.792009518640575116e+00
1.259448517629713677e+02,1.344354999123093819e+02,1.327063262148962508e+02,1.327324073739161179e+02,1.246608957016327963e+02,1.255025919123986995e+02,1.506777710380478652e+02,1.504849011626313313e+02,1.505990404797841222e+02,1.452461204330732585e+02,1.465665930468528018e+02,1.479248072644270451e+02,2.087888029424039757e+02,2.105544231061351752e+02,2.068542800609756114e+02,2.003802054935890737e+02,1.981565609926534250e+02,2.102570961305751496e+02,3.620296521329180450e+02,3.651924454035636813e+02,3.592581079773135002e+02,3.654723428857618046e+02,3.670479335592759753e+02,3.742267995470878077e+02,6.113244216850511066e+02,6.135102273386175966e+02,6.164713375076452166e+02,6.226739986611170252e+02,6.184156438474577726e+02,6.214622720455460012e+02,-1.560756984098461331e+01,-6.065888049319936748e+00,-4.180325782385633460e+00,-2.097263133803287882e+00,-5.653832393498252173e+00,-3.331586613268462393e+00
1.296695821082152804e+02,1.324203078937948987e+02,1.351350814145962147e+02,1.338366201609084101e+02,1.251718743609452105e+02,1.251874988347531996e+02,1.470357776199259661e+02,1.637837382117857885e+02,1.539009857253357723e+02,1.713146438002934246e+02,1.516408266325235559e+02,1.470955747469007235e+02,2.178112987037677328e+02,2.192507673770325596e+02,2.064343103209828882e+02,2.166942749472562468e+02,2.069570893508192171e+02,2.109930060605980486e+02,3.665231150163310758e+02,3.662375186322638569e+02,3.654557601025750273e+02,3.619023210683888578e+02,3.609765614348746112e+02,3.674450025603584891e+02,6.161976585741364261e+02,6.112866581910394643e+02,6.067981056954035921e+02,6.141878649958405276e+02,6.102917860846010853e+02,6.201792910868257422e+02,1.547096760713964070e+00,1.068304620026600649e+00,-7.766262181828065714e+00,7.272400400564496437e+00,-3.187851770479166902e+00,2.909942639797938657e+00
1.216495117299398743e+02,1.306547211002718427e+02,1.296154107348047830e+02,1.193033932522672984e+02,1.312009578348349805e+02,1.372642840952512699e+02,1.532028457269229023e+02,1.438646798088946355e+02,1.489905642100140994e+02,1.475598366843908025e+02,1.560248314966051169e+02,1.488144161260849216e+02,2.031438918576533013e+02,2.089428614559327855e+02,2.174146201902701137e+02,2.122794487064410305e+02,2.142655341092844310e+02,2.045405054052348248e+02,3.623224658145836656e+02,3.689143359493950243e+02,3.646103447067965249e+02,3.642755465353261570e+02,3.562175771070394603e+02,3.708878317486198171e+02,6.082202071913475265e+02,6.164350741676909138e+02,6.149648602562870110e+02,6.162202947992993813e+02,6.142555482845217512e+02,6.224042699964777512e+02,4.826662110714639020e+00,-1.794307962505137688e+00,8.047546361100677004e+00,3.278583659609142664e+00,2.849398612251013763e+00,1.074787847757766812e+00
1.288030716838306375e+02,1.333563803020187493e+02,1.340763270626846975e+02,1.316452861748009582e+02,1.375707121398847619e+02,1.310966597964018376e+02,1.512473774622466749e+02,1.379983373802905646e+02,1.482256041915790092e+02,1.408809136507854589e+02,1.477898201096711546e+02,1.535932044907252987e+02,2.076410154709561482e+02,2.104736150846574105e+02,2.058721999983899025e+02,2.003084540568317493e+02,2.090842112124457799e+02,2.045327343934915234e+02,3.604966019530563131e+02,3.584964022513024702e+02,3.544162953328437879e+02,3.645215326030607912e+02,3.557154504396047514e+02,3.627820003538204219e+02,6.234158656622237231e+02,6.172699809375172890e+02,6.124565623085470634e+02,6.203007612325632181e+02,6.186555028431992014e+02,6.084986886460729920e+02,9.095586421650510900e+00,5.425650954409517723e+00,4.301743543986991547e+00,-4.596224527859057218e+00,-8.776362415927506433e+00,-3.971125056693526556e+00
1.200476050009482663e+02,1.238530774820729050e+02,1.280928046116152927e+02,1.324924705912913794e+02,1.345595611880491163e+02,1.275296879892222819e+02,1.509260255675879421e+02,1.509095218790391755e+02,1.572851286692266513e+02,1.601421291081809670e+02,1.579065454532801311e+02,1.515907192517360613e+02,2.094423755825505111e+02,1.960040296712841439e+02,2.056886896690598121e+02,2.120999669924083832e+02,2.004826619794131659e+02,2.079541490462322599e+02,3.585775976003758387e+02,3.662074990904964125e+02,3.579265784440243010e+02,3.657535217394883489e+02,3.676503361847013593e+02,3.683043241939300856e+02,6.152773068979194022e+02,6.224401117998905875e+02,6.182633119298714064e+02,6.243522282620480155e+02,6.233211961475211638e+02,6.211179451888510812e+02,-4.591718385587306273e+00,1.079856785167713618e+01,5.026118402423870535e+00,-2.656254728868578052e+00,-3.157140800069885067e+00,-5.923377549594055935e+00
1.286425041729929717e+02,1.291621018226758792e+02,1.345271228350817694e+02,1.356353389439578621e+02,1.293893725326565232e+02,1.270533804204880823e+02,1.554961460645386069e+02,1.508052653174096065e+02,1.455731652872669883e+02,1.476311591567633172e+02,1.520945635936917881e+02,1.442690780051510160e+02,2.094072716335271878e+02,2.128168438996401903e+02,2.090643899548045113e+02,2.110716231934954692e+02,2.104565800614061288e+02,2.045988664697851220e+02,3.575074407303994803e+02,3.563930310377956516e+02,3.633477205178261897e+02,3.657103472322922926e+02,3.723878624203455843e+02,3.499551716088727176e+02,6.197819476527286042e+02,6.133049236427538062e+02,6.143103455983267622e+02,6.260837296824952318e+02,6.095712723378838973e+02,6.164729221428777919e+02,-7.845794248516856584e+00,-4.834947663949465735e+00,1.566741192251424053e+00,-5.732140894305599588e+00,7.196842318079970546e+00,-2.204861958433533609e+00
