excluded_tc,measured,predicted,error,abs_error,rel_error,lower_95,upper_95,pi_width,within_pi,pi_error,r_squared,aic
TC2,16.81963316365315,27.278897440029464,10.459264276376313,10.459264276376313,0.6218485370405431,-211.39537244482887,265.9531673248878,477.34853976971664,True,0.0,0.9823091172349746,31.89334987026848
TC3,2.9074304867123204,-1.0020982817450257,-3.909528768457346,3.909528768457346,1.3446680105766462,-131.8552834823204,129.85108691883036,261.70637040115076,True,0.0,0.9726837344397807,32.70591912258651
TC5,8.383179599514962,16.505250963598606,8.122071364083643,8.122071364083643,0.9688533172489319,-5.241455852269507,38.25195777946672,43.49341363173623,True,0.0,0.9989218214135728,14.56647447394892
TC6,33.798580272261816,27.76482774670399,-6.033752525557826,6.033752525557826,0.17852088688203485,-66.21865738364104,121.74831287704902,187.96697026069006,True,0.0,0.9729056642541495,30.453205558054478
TC8,4.934062925912512,1.3924695062367167,-3.541593419675795,3.541593419675795,0.717784404628526,-65.82374631673268,68.60868532920612,134.4324316459388,True,0.0,0.9803890266932397,31.2917448832676
TC9,19.75147925580315,26.803875206668437,7.052395950865286,7.052395950865286,0.35705659609232726,20.36925031227501,33.23850010106186,12.869249788786849,False,0.6177710564718595,0.9998785566869194,1.877682246095615
TC10,24.982068788314542,22.03623606562632,-2.9458327226882233,2.9458327226882233,0.11791788533006313,-37.67785542056263,81.75032755181527,119.4281829723779,True,0.0,0.9810103695544564,31.52533749319331
