d_type,MAE,RMSE,mean_abs_error,mean_rel_error,mean_pi_width,mean_pi_error,pi_coverage
d+_max,3.442484756239498,4.853331910030082,3.442484756239498,28.555024322839955,0.3487338460199839,3.268117833229506,0.0
d-_max,5.509351623377316,6.300448651186305,5.509351623377316,14982.994704517872,0.6173775173893031,5.2006629385686365,0.0
