Data Point Number,Timestamp,DIC Pulse Signal,TC1,TC3,TC4,TC6,TC7,TC9,TC10,Coil Twist About Z-Axis,Sample Twist About Y-Axis,"Coil Offset, x","Coil Offset, y","Coil Offset, z"
593,295.431509,1.292013497,231.8381192470199,127.47837071138112,162.20128074399574,193.9310378612771,235.73965882946555,175.6005380501491,19.43559095912673,3.7561128483894777,-0.7052102954931571,0.9845081162198,0.09421348638721172,-0.8597577527221265
594,296.032247,1.296676964,233.78958559281241,128.00534412486977,160.9543536651418,193.39425479611523,234.32156802577208,174.169706681155,25.826226271119832,3.7644594314021163,-0.7265133676586121,0.9822094526417029,0.09237446961533458,-0.8529076996263587
595,296.633587,1.284961075,237.15695787254938,127.82966052002197,161.8449667113026,196.25674330520312,236.97982544959413,174.34855831104377,24.054727188638097,3.7663922030896506,-0.7364706585531527,0.9794762775192494,0.09302546684228652,-0.8497062047498929
596,297.23475,1.287714809,233.78958559281241,130.1147920329469,163.09225845096313,193.39425479611523,235.03069616932194,175.24280552687912,20.147445222816838,3.7587796852755435,-0.7033159593853956,0.9807836017380502,0.0942939430064813,-0.8603669226580575
597,297.835701,1.292714447,235.91685100710123,128.5324758766755,164.16174758847413,194.82561103054758,237.334078131533,176.31607421106725,20.32532371463179,3.7589619660969538,-0.6959848602828225,0.9776849187545871,0.09435159674922278,-0.8627244803507352
598,298.436209,1.292199463,232.90274720683257,128.35673953694766,161.48869460114645,192.67852428502536,236.97982544959413,173.27556635374657,21.036618338506866,3.7685897451214085,-0.7082185023458584,0.9791070530058104,0.09151495726112935,-0.8587904044938428
599,299.037996,1.293536992,233.25752247575494,132.4028347631065,163.2704694308715,195.5412039606641,234.67615578441587,174.34855831104377,19.43559095912673,3.764253279880532,-0.7227228855438926,0.9792164507823982,0.09232236083797885,-0.8541264750876305
600,299.638948,1.286920876,235.20796092703725,125.898428917075,164.16174758847413,195.18341395446163,236.97982544959413,172.20277110729043,24.231994350821427,3.7616072020525664,-0.7026909122560129,0.9798253612490866,0.09293707498678705,-0.8595679232868889
601,300.240311,1.283623546,234.49888020852805,129.05974095239876,163.98346239600266,193.57319352773015,236.97982544959413,176.673851754039,22.812960527264636,3.764349651999887,-0.7072340833072506,0.978003232139387,0.09229997255247602,-0.858106961956401
602,300.841471,1.295060486,233.61225117134168,128.70820519094707,163.62694619665828,190.8890152849953,236.97982544959413,173.99085948218436,22.990426546525423,3.7605683348557895,-0.7116737766589304,0.9755218201412124,0.09367841659315412,-0.8576793140941321
603,301.443053,1.291040749,236.8027056500409,127.47837071138112,164.874934569968,191.42589425454182,235.91685100710123,175.42168231471345,19.969515173004773,3.761914980649091,-0.7130123554956325,0.9877114519111263,0.09306557433397478,-0.8572488819709285
604,302.042929,1.291777462,232.54792557284367,127.65401908277038,163.80521185982857,193.39425479611523,235.91685100710123,174.8850890955868,21.214386610373694,3.7650081383572793,-0.7161246021856987,0.9827538421639304,0.09264699916406771,-0.856248124062688
605,302.644068,1.29238543,233.61225117134168,128.00534412486977,163.98346239600266,194.46777065641828,238.3964688145969,173.6332036500944,23.345323528923114,3.7654875603057647,-0.7052963953671835,0.9835435783327382,0.09273562446785077,-0.8597300653713056
606,303.245861,1.296641202,232.90274720683257,128.5324758766755,164.69663600711297,193.21533845760428,236.62554896539726,175.06395776899353,18.01068306150293,3.7574056229573087,-0.7161365787519068,0.9797539880293504,0.0947131564309649,-0.8562442729756645
607,303.847033,1.287957996,233.61225117134168,127.12715145268763,165.23158480748793,194.28887097012785,235.5624298908048,176.13717832464488,19.43559095912673,3.764143516654442,-0.7320861411518951,0.9779947628734149,0.09304786002754817,-0.851115903338802
608,304.448185,1.291605801,233.43488025933794,128.18104532477278,165.23158480748793,192.85744812377507,236.97982544959413,173.81204178418565,21.7475021969655,3.7602264304572137,-0.7187690510220738,0.9791413370945783,0.09445784529087553,-0.8553978032534344
609,305.049558,1.282772392,235.03069616932194,129.76304681453038,164.34001752501365,193.57319352773015,236.27122409214178,176.13717832464488,19.257580243117992,3.759493295469946,-0.702555661876514,0.9885848567052644,0.09472816196109113,-0.86061141676283
610,305.650493,1.294273705,233.61225117134168,126.07391806172032,162.20128074399574,194.64669236809922,238.21942197343088,174.52738929931678,21.39210270249514,3.764754252230877,-0.7249858894707821,0.9850833478025924,0.09360597958965289,-0.8533988351697595
611,306.251863,1.29177031,234.67615578441587,128.18104532477278,165.0532674788083,193.39425479611523,235.03069616932194,175.6005380501491,20.32532371463179,3.7666896775277285,-0.7230705095669605,0.9813423069615794,0.09305636061726563,-0.854014700404842
612,306.853436,1.284996838,232.90274720683257,128.18104532477278,163.2704694308715,194.10994334194677,238.3964688145969,177.74726574049765,21.214386610373694,3.766987844546434,-0.7262341937216508,0.9750059078787752,0.09328709353949427,-0.8529974630932955
613,307.454405,1.293958992,235.73965882946555,127.47837071138112,162.55763620566137,195.00450157096952,236.62554896539726,178.46293744454948,19.613600360696662,3.7595998663723758,-0.7047046260314554,0.9846540962525498,0.0951034041569847,-0.8599203623935132
614,308.056595,1.294638485,232.01559424576024,128.88397660405914,164.5183219941021,192.85744812377507,235.91685100710123,175.42168231471345,20.858847692318786,3.764574157470714,-0.718083537740138,0.9846294623621077,0.09444781752020726,-0.8556182283304157
615,308.658607,1.289424271,234.49888020852805,128.88397660405914,163.09225845096313,193.21533845760428,237.334078131533,172.38154527073152,21.925135724879503,3.765768269578297,-0.7288093778739109,0.9831938225694499,0.09357041283804812,-0.8521694635577388
616,309.259347,1.285855144,234.49888020852805,127.47837071138112,160.24206698212933,192.3206445210722,234.49888020852805,174.52738929931678,17.654202195742478,3.7603898585305924,-0.7132794990760236,0.9776425746377715,0.0950198788845753,-0.8571629799451808
617,309.860057,1.288036675,233.78958559281241,129.41134668046686,164.34001752501365,194.28887097012785,235.03069616932194,175.6005380501491,20.858847692318786,3.7644855194396984,-0.6981336210651079,0.9868957450098268,0.09476840908412032,-0.8620334646045515
618,310.461012,1.290404171,233.61225117134168,128.5324758766755,163.44871531301985,193.21533845760428,235.73965882946555,174.70624958674676,22.280344408576905,3.766699551612338,-0.710280110046484,0.9850335238910493,0.09335406677141012,-0.8571274638023141
619,311.062372,1.29551825,234.49888020852805,131.87455731155887,163.62694619665828,192.1416887188868,238.0423875978308,172.38154527073152,21.925135724879503,3.767991974876293,-0.7119559609216445,0.9861851128449413,0.09345382466553831,-0.8575885749111984
620,311.664389,1.29711327,232.01559424576024,128.35673953694766,164.34001752501365,192.67852428502536,235.03069616932194,175.6005380501491,20.681025063145114,3.762162617962384,-0.7238999265140227,0.977633785569858,0.09410804525264105,-0.8537480114310503
621,312.266605,1.284074158,235.73965882946555,130.99444650304494,165.58827219628802,195.18341395446163,236.97982544959413,175.06395776899353,21.925135724879503,3.767496910682441,-0.7287890634386841,0.980841217376657,0.09376883265391411,-0.8521759952133499
622,312.867542,1.292607159,235.5624298908048,128.70820519094707,164.16174758847413,194.82561103054758,233.43488025933794,173.27556635374657,22.280344408576905,3.759626436002363,-0.7203212040907431,0.9803568484101737,0.09549723168782598,-0.8548987156225598
623,313.468057,1.28659901,232.54792557284367,129.23554736926528,161.8449667113026,194.28887097012785,235.5624298908048,177.92619173207595,19.791558551136255,3.765421340215576,-0.7256268887372663,0.9825310404943721,0.09415100807608967,-0.8521927318357312
624,314.068998,1.293937535,234.85344430284312,130.1147920329469,161.66681293243226,193.21533845760428,238.3964688145969,176.85273327398076,19.43559095912673,3.7659091713132247,-0.7196359443994257,0.979595506594749,0.09333767994009112,-0.855119057138868
625,314.669932,1.293565602,235.20796092703725,129.23554736926528,163.80521185982857,194.64669236809922,236.44840495104984,173.09676732589946,21.7475021969655,3.7691899512994884,-0.721901230245379,0.9836348713414775,0.09327552413164675,-0.8533906702275171
626,315.270648,1.286756367,233.25752247575494,128.00534412486977,163.2704694308715,193.0363945409818,235.91685100710123,172.38154527073152,23.52270473189991,3.778188686250966,-0.713987394973303,0.9809310307064969,0.09148505924515415,-0.8569353513547986
627,315.871804,1.293658585,235.3851889885531,132.05064087900078,163.98346239600266,192.1416887188868,237.51116144617777,175.24280552687912,18.545228172213374,3.7625404532339117,-0.7205331814673572,0.9800098940708892,0.09462026969718318,-0.8538305556337731
628,316.472954,1.288215489,236.44840495104984,126.95158058840615,163.2704694308715,193.9310378612771,238.3964688145969,175.7794226808985,21.39210270249514,3.7639300269791574,-0.7036489359336046,0.985881927529431,0.09419745601358342,-0.8592598454420575
629,317.073497,1.29616198,234.32156802577208,130.1147920329469,163.44871531301985,191.60485844961872,234.85344430284312,173.45439515144943,19.613600360696662,3.7648012415267957,-0.6985269633384179,0.9816612594282752,0.0940950634782709,-0.8609069713859041
630,317.675069,1.288859219,233.78958559281241,131.52246628100363,164.874934569968,193.9310378612771,236.62554896539726,175.06395776899353,19.613600360696662,3.761788598301903,-0.7120654044401148,0.9815111100638614,0.09459493446109768,-0.8565533822896372
631,318.276641,1.285697788,233.08012824962626,128.5324758766755,164.34001752501365,190.8890152849953,234.85344430284312,175.6005380501491,22.812960527264636,3.769010652913029,-0.7108897301264135,0.9813276687711783,0.09391717669323696,-0.8569314329219937
632,318.877597,1.291941971,233.96693308859167,130.46660675771403,166.4801623112561,191.24692811695564,236.8027056500409,174.169706681155,21.39210270249514,3.764017647872951,-0.7221439066224703,0.9873732768796355,0.09427710071932394,-0.8533126399037272
633,319.478097,1.288787693,233.08012824962626,126.7760028557727,165.76664213095816,191.9627557437822,233.61225117134168,174.8850890955868,19.969515173004773,3.7620161970168975,-0.7265159609831777,0.9799453414235,0.09544206056936888,-0.8509068657891694
634,320.079688,1.294252247,234.67615578441587,129.587188028291,166.12338428719644,195.5412039606641,234.49888020852805,172.56034953970047,21.39210270249514,3.7562281414180796,-0.7135443074198776,0.9844051405936103,0.09548670214263666,-0.8550778289659489
635,320.681466,1.285719246,233.78958559281241,126.4249250258996,163.98346239600266,193.57319352773015,235.3851889885531,176.49494870319535,21.214386610373694,3.763113380875697,-0.7078414848309311,0.9846049084043154,0.09588717202508379,-0.856911640968697
636,321.281994,1.293629975,233.43488025933794,125.54752842432192,164.5183219941021,195.7200814644943,237.51116144617777,174.70624958674676,19.43559095912673,3.7714152051012113,-0.7064238183418575,0.9865760231990359,0.0928585797022281,-0.8573675184564955
637,321.883152,1.293429703,233.61225117134168,129.76304681453038,167.19382389627606,193.57319352773015,236.09405595122448,172.38154527073152,22.635441568154523,3.769516666096457,-0.7062734770265329,0.9781427095140627,0.09429962550418103,-0.8574158637751372
638,322.484086,1.293458313,234.85344430284312,130.1147920329469,163.80521185982857,194.64669236809922,236.8027056500409,175.24280552687912,22.45791938250822,3.76209335526289,-0.7079900501867736,0.9879621138337473,0.0961241357953877,-0.8568638671877631
639,323.085031,1.294037671,233.08012824962626,130.29067842034297,161.66681293243226,192.49957305176932,236.09405595122448,173.99085948218436,18.723342387401427,3.761849885270397,-0.7260531954942434,0.9805913482463371,0.09648069676619064,-0.851055659967459
640,323.685555,1.290969223,233.96693308859167,128.88397660405914,163.62694619665828,195.18341395446163,234.85344430284312,175.06395776899353,20.32532371463179,3.761798446754341,-0.7240337317388001,0.9850097166965721,0.09619264654783266,-0.85170498810397
641,324.287983,1.288673252,232.725329770312,128.88397660405914,165.94499622425386,194.82561103054758,234.85344430284312,172.91794813603468,21.925135724879503,3.766126178575836,-0.7246273192820332,0.9785582123293954,0.09528726697611578,-0.8525141281714452
642,324.889765,1.293815941,233.25752247575494,127.12715145268763,164.69663600711297,191.78379562069273,236.27122409214178,175.42168231471345,20.147445222816838,3.756832586650314,-0.7177529677539274,0.9848632466641094,0.09604628083784528,-0.8537245225994132
643,325.490909,1.287693352,235.91685100710123,127.30276453224964,164.874934569968,193.75210455946126,236.8027056500409,171.66642995534738,19.613600360696662,3.762052149442467,-0.7402334848451847,0.9891532111545214,0.09613370839494917,-0.8464964197871714
644,326.092294,1.295947404,234.67615578441587,129.05974095239876,165.23158480748793,193.39425479611523,236.8027056500409,175.6005380501491,21.56981621341774,3.7597961364420267,-0.7078967118558509,0.9782122667620214,0.09645780808542814,-0.8568938817508664
645,326.693883,1.291376919,233.43488025933794,130.1147920329469,162.55763620566137,192.49957305176932,235.91685100710123,173.27556635374657,21.39210270249514,3.764743981785829,-0.7366946748170978,0.9867088156214958,0.09560836552300644,-0.8476341806062013
646,327.295248,1.29241404,233.61225117134168,127.65401908277038,163.80521185982857,190.35214554810204,236.44840495104984,172.20277110729043,20.858847692318786,3.769175759633338,-0.7113255719312995,0.9853846017978194,0.09437882097755912,-0.8557912830286947
647,327.897247,1.286377281,233.61225117134168,129.76304681453038,163.62694619665828,195.00450157096952,235.20796092703725,175.24280552687912,19.791558551136255,3.765862143225669,-0.7022885429004386,0.9885802551027565,0.09444860503941688,-0.858697316311412
648,328.499029,1.290125221,235.03069616932194,129.9388984308351,163.80521185982857,195.89898056995779,235.91685100710123,175.6005380501491,20.147445222816838,3.7586622836398025,-0.6974682775827911,0.9845159391020903,0.09712121697470422,-0.8602474301683456
649,329.1002,1.291355461,232.90274720683257,131.1704440567724,162.9140326005687,193.75210455946126,233.78958559281241,175.6005380501491,21.925135724879503,3.768293398922831,-0.7084577617645617,0.9806732964423279,0.09368380112807695,-0.8577134666471453
650,329.700491,1.290490002,232.54792557284367,132.2267169583229,163.62694619665828,192.1416887188868,235.20796092703725,176.49494870319535,20.503200276781044,3.760324765276945,-0.7114622052676381,0.990938462059443,0.09663500086836851,-0.8567473470983877
651,330.301239,1.285483211,233.61225117134168,128.88397660405914,161.66681293243226,193.39425479611523,235.73965882946555,177.03164321802558,20.32532371463179,3.7631290244284874,-0.7276235456046057,0.9842538961477194,0.0961835378501803,-0.851550742907671
652,330.90346,1.286656231,234.32156802577208,127.82966052002197,161.8449667113026,189.99421611840287,236.44840495104984,177.74726574049765,20.147445222816838,3.76708537251146,-0.717754897677294,0.9880308357609628,0.09486443686021806,-0.8537239020349308
653,331.503758,1.290411324,235.3851889885531,130.64252783405354,162.9140326005687,191.78379562069273,235.3851889885531,176.49494870319535,22.812960527264636,3.7567521996613458,-0.7089519984460921,0.9867180919446978,0.09796495587981391,-0.8575545369633693
654,332.105322,1.294195027,234.67615578441587,127.47837071138112,164.69663600711297,194.46777065641828,235.20796092703725,174.34855831104377,19.43559095912673,3.763024731847417,-0.7149146952870428,0.9871335895721325,0.09620776620283022,-0.8556371732673869
655,332.706903,1.293107838,233.78958559281241,130.1147920329469,163.09225845096313,194.28887097012785,238.3964688145969,176.31607421106725,21.214386610373694,3.772513190403523,-0.708143882850264,0.9878177799689452,0.0943035096819913,-0.8578143996563297
656,333.308586,1.292771668,232.54792557284367,130.46660675771403,163.62694619665828,190.71006871655388,238.0423875978308,175.24280552687912,21.56981621341774,3.7664076924613177,-0.7208260639482583,0.9900790867536085,0.09542186850857037,-0.8537363812592229
657,333.909011,1.285139889,233.43488025933794,129.587188028291,165.23158480748793,192.85744812377507,234.67615578441587,174.34855831104377,20.147445222816838,3.7583017033683643,-0.7186906647989821,0.9835996103867481,0.09750498462762147,-0.8544230081017572
658,334.510816,1.288143963,232.725329770312,128.00534412486977,163.62694619665828,191.78379562069273,236.8027056500409,174.70624958674676,22.280344408576905,3.762743376191138,-0.7314068339198205,0.9884321155620919,0.09737312834623624,-0.8503343156940479
659,335.112181,1.29244265,232.90274720683257,129.41134668046686,160.59818850751628,194.10994334194677,236.62554896539726,174.34855831104377,20.147445222816838,3.7575218659958836,-0.6975545645994012,0.9893767952420705,0.09918615155375621,-0.8612196813706712
660,335.61434,1.289760441,232.90274720683257,130.1147920329469,162.9140326005687,196.0778762063915,234.32156802577208,175.24280552687912,22.45791938250822,3.7599114431703065,-0.6985170820978134,0.98483460539937,0.09803102085171345,-0.8599101490471917
661,336.215057,1.289409966,232.19303297646266,126.95158058840615,164.874934569968,192.3206445210722,237.86531620177436,175.6005380501491,20.681025063145114,3.765550679873506,-0.7038966515637657,0.9847973554696683,0.0965209611447373,-0.858180186214538
662,336.717009,1.286498875,236.09405595122448,130.99444650304494,161.66681293243226,192.1416887188868,238.0423875978308,174.34855831104377,21.56981621341774,3.7603773598034786,-0.7082768499984639,0.9853861219041127,0.09832278249637083,-0.8567716418253895
663,337.317743,1.289874882,236.27122409214178,131.34645886061648,163.98346239600266,193.39425479611523,236.09405595122448,175.42168231471345,23.52270473189991,3.7651293408944895,-0.7113572519917175,0.983475381357521,0.09651884254639076,-0.8557810959587231
664,337.919957,1.290983528,233.43488025933794,127.82966052002197,165.40993635717348,192.1416887188868,236.44840495104984,175.6005380501491,21.39210270249514,3.7691739877274335,-0.7016677466770047,0.9886342944315176,0.09467923260652289,-0.8588969511549145
665,338.52195,1.29244265,233.43488025933794,129.76304681453038,163.44871531301985,194.10994334194677,238.3964688145969,175.6005380501491,20.858847692318786,3.7668573462220203,-0.7303851842933812,0.9901508044990708,0.09501740955545479,-0.8496628003792823
666,339.123159,1.290225357,231.8381192470199,127.65401908277038,163.2704694308715,191.06798511954779,236.8027056500409,173.45439515144943,19.613600360696662,3.7558913275485204,-0.6832034499963757,0.9876928097788493,0.09796494891199381,-0.8648350097756063
667,339.723424,1.295425267,235.5624298908048,128.00534412486977,162.20128074399574,192.49957305176932,235.5624298908048,174.8850890955868,23.167889176801744,3.770313245863315,-0.7242066935760477,0.9881134446863644,0.09421457345016626,-0.8516493745285789
668,340.325854,1.286992401,233.08012824962626,128.18104532477278,162.37944087151325,194.46777065641828,238.0423875978308,175.24280552687912,21.7475021969655,3.762032145544281,-0.7175497387765478,0.9807211062700745,0.09673835553742882,-0.8537898706664686
669,340.92872,1.294710011,235.20796092703725,128.88397660405914,163.2704694308715,193.9310378612771,237.334078131533,180.61022942356826,19.43559095912673,3.76675048173147,-0.7221395339961119,0.9833451711029584,0.09454223521027294,-0.8523140458799254
670,341.528373,1.286663383,233.61225117134168,127.30276453224964,162.73581686046873,193.75210455946126,236.62554896539726,174.8850890955868,21.925135724879503,3.760923261679547,-0.7196889167640121,0.9814594853685392,0.09689596267842093,-0.8531020241321539
671,342.130178,1.294330925,235.03069616932194,127.12715145268763,165.23158480748793,195.18341395446163,236.8027056500409,172.73915885035896,20.681025063145114,3.7499553299732784,-0.7128828506844199,0.9879134433184884,0.09874397611449459,-0.8552905252648868
672,342.73048,1.298128934,233.08012824962626,129.23554736926528,164.16174758847413,193.0363945409818,236.97982544959413,172.73915885035896,19.079518560887493,3.764832138231472,-0.7297157595584579,0.9858707252432453,0.09588788584691499,-0.8498780374488515
673,343.331613,1.285890907,236.97982544959413,127.82966052002197,164.874934569968,195.18341395446163,236.09405595122448,173.99085948218436,22.102766380191735,3.760092226870481,-0.7115786112792442,0.9877197340800379,0.09608902248878959,-0.855709915511544
674,343.833357,1.286813587,232.54792557284367,130.99444650304494,162.73581686046873,193.0363945409818,236.97982544959413,177.38944806081784,21.214386610373694,3.7598424606396588,-0.6813393384170987,0.9941983089603816,0.09724704637870807,-0.86443453799453
675,344.434295,1.293072075,234.32156802577208,127.30276453224964,161.31056196942285,193.0363945409818,237.15695787254938,175.7794226808985,22.990426546525423,3.7626292586364185,-0.7405831323135988,0.9915302151189529,0.09569963917232016,-0.8463840061183081
676,345.036726,1.291720242,232.725329770312,127.47837071138112,162.37944087151325,192.3206445210722,234.49888020852805,173.27556635374657,18.36706351410801,3.758972992151374,-0.7241209693711156,0.9869264441509245,0.09644903525073434,-0.8506769379979673
