,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
sim_nom_mean,403.715122089859,217.22892629224697,310.500488001249,207.77597285489696,175.530678771842,336.28441604871796,383.29278344695695,188.653703126602,272.356901755816,197.58050752360703
