,TC3,TC5,TC6,TC8,TC9,TC10,TC2
sim_plus,28.084731731200065,6.130365963200006,32.65163047000016,8.157578903599983,22.229985027600037,9.547914531200036,12.654006632000062
sim_minus,27.10665106879992,5.733128526399923,31.31039552999988,7.690881796399992,21.21281067239994,9.022402068799948,11.980149267999934
model_form_plus,8.612552159833175,0.0,0.0,0.554172884717874,0.025849199824452655,0.0,0.0
model_form_minus,0.0,0.0015510011619135522,9.533452395765957e-05,0.0,0.0,7.761439970564537,0.0009413310363124551
total_plus,36.69728389103324,6.130365963200006,32.65163047000016,8.711751788317857,22.25583422742449,9.547914531200036,12.654006632000062
total_minus,27.10665106879992,5.734679527561837,31.31049086452384,7.690881796399992,21.21281067239994,16.783842039364487,11.981090599036246
