,TC3,TC5,TC6,TC8,TC9,TC10,TC2,CV
d+_max,8.612552159833175,0.0,0.0,0.554172884717874,0.025849199824452655,0.0,0.0,0.5605909644362221
d-_max,0.0,0.0015510011619135522,9.533452395765957e-05,0.0,0.0,7.761439970564537,0.0009413310363124551,0.0
