d_type,MAE,RMSE,mean_abs_error,mean_rel_error,mean_pi_width,mean_pi_error,pi_coverage,mean_r_squared,mean_aic
d+_max,5.31204604911189,7.088329981040701,5.31204604911189,35.327257984097436,82.67571966622718,0.7372880528710622,0.8571428571428571,0.8808739886838628,16.071716560822193
d-_max,10.098803159568376,13.485606138117664,10.098803159568376,19865.920111518128,160.60286587927712,2.5751546928907634,0.7142857142857143,0.6434554921599542,13.42431910616846
