"Temperature (degC), TC1","Temperature (degC), TC2","Temperature (degC), TC3","Temperature (degC), TC4","Temperature (degC), TC5","Temperature (degC), TC6","Temperature (degC), TC7","Temperature (degC), TC8","Temperature (degC), TC9","Temperature (degC), TC10",V_coil_rms (V)
409.8512844,217.6622213,312.9067907,209.0138156,174.5472408,342.1192174,384.9687054,187.5935616,272.4704531,197.0534098,84.63065455
409.8529702,217.7063025,315.1550847,208.0909879,175.8046097,346.8217014,401.2405431,189.9923522,280.2109979,199.5751509,84.58922525
461.4867693,232.2292279,346.912674,217.9247137,178.6450368,365.1356136,423.33694,194.8895699,294.9195085,204.8757837,84.30530991
432.1820095,223.0494992,327.6848672,209.3785429,175.737525,344.5269894,403.135858,190.8781375,282.9700261,199.7184827,84.5268124
411.3420678,217.8533004,314.5416037,208.0013547,174.8296789,341.7632625,390.7486358,188.4741335,275.3532053,197.7281222,84.62027145
424.5096663,221.5367525,322.578836,210.6285824,175.6018585,347.0200212,396.7258637,189.7407385,279.2373257,199.1652705,84.5464007
435.8067581,222.9072957,327.9475794,206.458596,173.9161879,331.4045596,389.9819371,188.9199522,277.0300743,196.5689924,84.59790065
428.4815378,223.0904984,326.4390789,212.3665277,176.8799641,354.7335065,408.1086552,191.6091882,284.9615365,201.5010841,84.48057812
417.1581882,220.0530537,319.3125115,211.0259951,176.4327754,352.7640622,403.0800139,190.5288357,281.6156895,200.5741372,84.53476838
429.5716157,224.8242753,329.6122655,217.3767103,179.7162757,375.0319875,427.8964832,194.7494228,294.4088189,206.3689951,84.35660103
449.9373384,228.0561035,338.8698136,212.7312277,176.849077,351.6150192,412.2038985,192.7627423,288.7317815,201.7767835,84.42477626
431.0244856,222.5469834,324.991438,209.3271555,174.4741312,338.7501161,388.5252316,188.6323555,275.8509303,197.2453582,84.57783031
424.3319609,221.4976627,323.0281909,210.2649806,175.8120497,347.4721526,399.9932459,190.2257229,280.7843151,199.6097481,84.53952978
429.1968788,222.4351983,324.3893411,210.3680963,175.0322658,343.0643323,392.0329164,189.1549222,277.3430445,198.1845647,84.55687735
437.7138821,226.0014986,331.1005927,216.21574,177.3603899,360.7922884,406.7850241,191.7328009,285.015164,202.1536249,84.42536989
406.9602784,218.0942613,314.2707363,212.2343527,177.4095704,361.0828111,408.0709387,191.0547823,283.0728439,202.0949035,84.5241359
403.1718572,215.4854139,310.0942739,205.625906,174.4832603,338.02473,390.3134572,188.1677627,274.5469031,197.1806315,84.66444382
418.2179244,220.0908699,320.96883,209.390203,176.6299237,350.9459543,409.5453587,191.5100973,284.8696233,201.1653596,84.53129092
397.2597893,215.4475717,308.4815244,210.4641835,176.992678,358.3530928,404.7987786,190.2769081,280.7216024,201.2961811,84.57401953
420.5364264,220.5027321,322.6876767,208.6596341,176.562739,349.1746554,411.5014134,191.834777,286.0496815,201.1838091,84.52956565
413.1553032,219.1737734,316.9958968,211.2092163,176.5575648,354.3097685,402.8098827,190.4010014,281.1322061,200.7099578,84.54102576
431.1955087,223.6842095,327.2232854,212.7531908,176.5356819,353.1861411,403.9577754,191.0587153,283.1704336,200.8411184,84.48539354
432.6362865,223.8783132,329.3422282,211.4815977,176.9503436,353.0985913,412.1439516,192.2933993,287.2781534,201.8167117,84.47083542
411.9657086,219.3743359,316.1716433,213.3602094,176.9170393,359.3890944,401.5997646,190.2464282,280.4267049,201.139052,84.52232129
425.0830352,221.7731518,323.9366148,210.4210911,176.1243852,349.0132446,403.3431475,190.7562907,282.4478576,200.2079013,84.52523171
396.3344627,214.6198038,306.8140372,208.4141031,175.716144,349.3856497,395.5058023,188.8146327,276.3141936,199.0875737,84.62882257
431.7655464,223.1954052,327.0176464,210.3775127,175.5544558,345.1981446,398.7747244,190.2263248,280.8138421,199.2386706,84.52849878
407.8961158,218.1011952,313.5574351,211.9879709,176.4346098,355.8553748,398.3941203,189.6295921,278.5965974,200.2910919,84.55579548
388.1063687,212.5134942,299.8973475,208.7180325,174.397666,345.0478156,378.0874475,186.0496788,267.4432339,196.3880544,84.6978103
433.4422347,224.8930941,329.2899473,215.3516623,177.5945446,361.508872,410.2730512,192.1287792,286.3567951,202.6187083,84.43083794
435.3498839,225.6157181,331.2617454,215.9436981,178.1720131,364.698151,415.9746865,193.053242,289.2445504,203.7002776,84.40082718
437.6190537,224.5067611,330.7206816,210.2078551,175.7356924,344.8545426,402.5637552,190.9397471,283.1174925,199.70605,84.50820424
418.6507282,221.2325967,320.0430381,214.6880628,177.1150267,360.9734823,402.6965412,190.6090578,281.5058656,201.5064373,84.49111648
421.658334,220.8650788,320.7748599,210.5678134,175.4817261,346.7815126,394.850593,189.3949799,278.0953698,198.8895743,84.55811987
426.1283917,222.0911442,324.3214661,210.9813092,176.178139,349.942461,402.8105755,190.7068873,282.2609095,200.2634929,84.51926282
419.3687182,220.832552,320.637002,211.9735043,176.5305718,354.1646622,402.7659074,190.56441,281.6521721,200.7065624,84.51939764
432.7999961,223.224253,325.8634925,210.4890191,174.6117101,340.750318,387.8898047,188.5968932,275.6637299,197.416738,84.5640316
419.5819654,219.2729597,318.5101128,206.4948392,173.8874108,333.817211,385.8357774,187.8993777,273.7319614,196.2365048,84.63886286
416.5698326,219.3485579,318.7405144,208.5290723,175.5692401,345.082036,399.3140184,189.9044771,279.8729633,199.1946784,84.57599926
409.169599,219.1456265,314.5938557,215.1380773,177.2973013,364.2827054,401.0886834,190.1607135,279.9510315,201.6191538,84.50887303
470.2343671,235.0215491,353.6392752,220.2920235,180.1747807,373.9651207,437.1243094,197.2828647,302.2429433,207.7220268,84.21611634
411.1478096,218.5761398,317.6242224,209.5279771,177.2614802,355.4736067,414.4659641,192.0384287,286.5551372,202.2305681,84.52926856
422.0364622,220.7537333,320.0479335,210.1267538,174.7346039,342.4720499,387.7127909,188.3262527,274.7297246,197.5163709,84.5863872
456.45981,229.4369296,340.5103626,213.2996216,175.7961364,346.4142771,400.4264555,191.1404,283.4675886,199.7977513,84.44779642
411.744552,218.0423523,316.03462,207.7565058,175.5742117,344.8421696,399.8508536,189.8392403,279.7266161,199.1999269,84.59370756
409.7192124,218.3276234,315.8313273,210.3756805,176.8407645,355.0540351,407.1323957,190.9389313,282.9310317,201.283935,84.54312089
436.2806717,226.7714277,332.3865771,219.8245706,179.5034086,376.284691,421.7943853,194.0727249,292.0216529,205.8287403,84.3361357
397.6467083,215.2165066,308.019846,209.5582578,176.3405657,353.8585024,399.9227697,189.5305067,278.4636646,200.17064,84.59978216
404.7449041,215.7174855,308.361644,206.5265763,173.0794935,332.3867938,372.8142064,185.6116553,266.3127543,194.4137068,84.70931123
433.5979041,223.3334304,327.9044532,209.3204265,175.1534764,341.5396455,397.2077926,190.0172442,280.2475046,198.6187872,84.5422278
440.9122545,227.4879304,334.447874,218.4487402,178.6887244,369.5646748,417.3179265,193.4783671,290.2921705,204.5158778,84.3576139
456.2202725,231.0630283,346.8053231,216.6190102,180.1687956,371.0489526,442.3883908,197.6278309,303.747616,207.8810572,84.26937073
419.5687629,220.3333172,322.0834456,208.9553903,176.7164445,350.4471299,412.0504314,191.9067665,286.1978576,201.4159919,84.52681172
430.368025,223.5733198,324.9064732,214.0373712,175.6679308,350.951815,391.2999449,189.1523461,277.0370005,199.0355873,84.51715682
434.3159313,224.0645566,330.5738525,210.5547747,176.8578617,351.0372048,413.8482442,192.5724597,288.2786052,201.7828081,84.47365043
446.2682299,227.0904111,336.4941611,212.1547904,176.4600041,349.57762,408.5152116,192.1066523,286.6619377,201.0444307,84.4490139
449.2167284,227.6254845,338.6751405,211.4848711,176.623274,348.8929186,412.5967492,192.785439,288.9017537,201.4807046,84.4391557
452.5476119,228.3667735,339.9592205,211.8009541,176.3634258,347.6657449,409.5223656,192.4001368,287.6665609,200.990406,84.44009833
406.7004303,216.4789456,313.2485087,205.9797481,175.2000579,341.4194363,399.0263182,189.5221148,278.9750657,198.6186534,84.62739989
424.0385984,221.1272691,321.8232839,209.5945212,175.0737966,343.0793462,393.0479747,189.1575754,277.4529893,198.2526254,84.57135068
432.6949562,224.4079111,328.312616,213.9922391,176.7797725,355.8103458,404.48917,191.2129591,283.5531547,201.2173972,84.46551956
435.3968377,226.2186008,332.4793434,218.0020564,179.5225091,373.9662403,425.8807912,194.6078574,293.9143813,206.0448593,84.34525675
423.3221693,220.9932752,322.8220816,208.9729531,175.7514926,345.5179216,402.1642391,190.4945448,281.7850011,199.6259374,84.5498581
408.6675881,217.707649,312.4581265,210.2822923,174.9960099,346.276803,386.7507993,187.8660144,273.1970286,197.7522561,84.61258667
415.5061104,219.0465128,317.5526658,208.6631293,175.2886886,344.1880602,395.5387836,189.3053637,277.967608,198.6177405,84.58901399
421.1990949,222.4968754,322.3555623,217.0879263,178.0995645,368.6390597,408.8506923,191.6645566,284.6618336,203.1674665,84.43805059
426.12887,222.7600229,323.5824925,214.0879525,176.3669853,355.1033463,397.905588,190.0635143,279.8441013,200.2919818,84.49975958
401.5330105,216.255321,310.1625093,210.2470156,176.3232884,354.0976662,399.493904,189.5704713,278.6096287,200.1524222,84.58523485
413.1045037,218.7597577,316.6887188,209.5068918,175.8528464,348.5084979,399.2124706,189.8155349,279.4873178,199.559797,84.57176318
423.2960144,221.8649904,322.6483805,212.7167751,176.5702625,354.6627422,402.3662771,190.6321778,281.7583634,200.7668555,84.5051165
398.1518661,215.4902934,308.1819217,210.1487813,176.2778879,354.239585,398.090285,189.3004016,277.6630116,199.9937403,84.59602016
435.0531809,224.6030447,330.0729483,212.5506111,176.7860366,353.4830227,408.3221378,191.7988008,285.6125052,201.4185786,84.46621868
421.9358026,220.9895137,322.0031434,210.2510558,176.0697409,349.054149,402.2557058,190.5102406,281.6630642,200.0606335,84.53675697
443.2777231,226.3944628,334.5739187,212.2199605,176.445228,350.0337514,407.3502889,191.8571871,285.8336328,200.9496369,84.4580256
393.329762,213.2692544,303.4672155,206.3790445,174.2129422,339.7436063,382.7333814,186.8031108,270.0784482,196.3839108,84.69863361
404.7175384,216.6077132,310.9881237,208.976777,175.2286541,346.2977032,391.3433373,188.413869,275.0722657,198.2673384,84.61895878
413.8163754,219.2457634,317.1675748,210.8796583,176.204121,352.094707,400.1703637,190.0018368,279.9743318,200.0965258,84.55145711
413.292095,217.9765099,313.6474025,207.570344,173.4202906,334.0368555,376.5434305,186.3914005,268.7493235,195.1134535,84.66954456
421.8813636,220.4660408,320.6520128,208.8171384,174.9051141,341.5429415,392.5158332,189.0063705,277.0500556,197.9796036,84.58559174
432.8123492,224.5606098,330.3886809,213.5843426,178.0074942,360.9532985,419.0265814,193.3939517,290.5458105,203.607218,84.423154
429.6184052,223.8922423,325.7438922,215.434017,176.7474748,358.1595211,399.9732996,190.4958814,281.093608,200.938,84.47162625
437.4907969,225.9094769,333.1477511,214.8601837,178.3980547,363.7658048,421.4165564,193.9053752,292.0326223,204.2875446,84.39247993
445.1521717,227.352089,336.626124,213.8529146,177.3219453,356.1271564,414.0213346,192.9507334,289.1944533,202.4922795,84.41284297
418.7896546,219.6714982,319.7729419,208.018335,175.3512881,342.9640234,398.5816064,189.8331385,279.7137021,198.8732065,84.58128042
421.1804353,220.0093126,321.0319609,207.1411115,174.9194228,339.2724817,396.6114335,189.5808985,279.0236573,198.1936697,84.5924371
421.7389518,221.3874295,322.7576815,211.7549527,177.0002192,355.7145615,409.1286866,191.5599911,284.8866888,201.6765547,84.49793865
438.9207501,226.0343633,332.2708798,214.7768199,177.2326817,357.9797161,409.1185534,192.0783597,286.2567992,202.0955192,84.43073366
417.6224348,219.6294008,319.3378351,208.7184367,175.5877877,345.2929486,399.4091624,189.9428771,279.9996074,199.2312411,84.57150891
435.6180369,224.9308726,330.3673284,213.3329729,176.9254919,355.0964038,408.20797,191.821528,285.578755,201.6090683,84.45621903
425.9376466,222.0241542,324.7491741,210.5231761,176.3299094,350.029975,405.7306159,191.1296011,283.6660366,200.6126801,84.51491738
420.7498037,222.8900538,322.3390835,219.3410474,178.8565546,375.4907327,411.6610048,192.1584492,285.9037984,204.347867,84.40554834
407.3309515,216.8754305,314.176655,206.7153826,175.8382025,345.2500011,404.2218835,190.3564892,281.4535914,199.7538593,84.6023097
420.1393333,220.5917387,320.9697218,210.3235349,176.1114484,349.6831361,402.084659,190.4387489,281.4274351,200.0991881,84.53988266
427.133475,221.4616806,322.5025846,208.4254286,174.0094575,335.787624,384.6396243,187.9713714,273.7027524,196.3984901,84.60662556
405.8070775,216.8045767,311.3573178,208.8801068,175.0270958,344.979782,389.6128309,188.1820702,274.3449501,197.9128914,84.62372281
425.8115625,221.1838721,322.4998192,208.333111,174.5577974,338.5560522,390.5840259,188.8042013,276.4496828,197.429053,84.59098133
418.1364949,220.0316571,319.1176703,210.2669637,175.6730688,347.8819658,396.7887631,189.5918625,278.7381117,199.2258868,84.56151144
427.568274,222.439623,326.0850699,210.482709,176.5517891,350.686886,408.7380356,191.6275576,285.2453536,201.0739176,84.50284695
433.487894,224.5851629,329.2340149,213.9629419,177.2318007,357.7231454,409.4518528,191.9828692,285.966574,202.0784233,84.44890262
431.5585546,224.5139212,327.8166342,215.6614192,177.3619735,361.1251813,406.7003277,191.5544127,284.4821863,202.1155686,84.4423727
417.4285196,219.1013286,317.201857,207.7245923,174.1199025,336.9109829,385.0706848,187.7767151,273.152953,196.5115663,84.63056229
424.8807488,221.4587719,323.3843263,209.5074985,175.6233106,345.3696113,399.8057948,190.202163,280.7684498,199.3433897,84.54759245
423.144823,222.529053,323.8018094,215.0640462,177.8839899,364.2958897,411.4594582,192.051023,286.04691,203.0120558,84.44870571
400.8058792,215.397059,309.3314036,207.2602663,175.295262,344.7441723,394.8696314,188.8149202,276.4455925,198.504588,84.6352537
433.0769024,224.0393003,329.1721635,211.9274132,176.7634846,352.8374134,409.136569,191.8568068,285.862989,201.4164227,84.47408943
426.9436259,222.458945,324.1417193,211.8129041,175.8112311,349.1446241,397.1942709,189.9211126,279.6299171,199.4945585,84.52528387
408.3024593,216.5174375,312.3843232,205.4785983,174.0286052,334.7871323,386.8212488,187.7720149,273.3129463,196.4183213,84.66811274
418.2964974,219.899977,317.3085989,210.5409542,174.5734206,342.851525,383.9184429,187.6847286,272.6048499,197.0924521,84.60218341
423.8246536,221.8490364,322.2501197,212.6215349,176.1543634,352.5042264,398.0632422,189.9820817,279.7513926,199.9902641,84.52062141
438.1819375,225.2557276,332.1591644,212.2217186,176.8590404,352.8990059,410.7240575,192.2259084,287.0567402,201.6544893,84.45663
430.1199379,223.4904507,326.6950791,212.9156897,176.6016452,353.9680684,404.1189127,191.0523426,283.1707571,200.9336635,84.4849668
412.34717,217.4641257,315.3978535,205.1775325,174.2613508,334.7167611,391.3856566,188.552778,275.8622403,196.9820736,84.64941756
424.0623053,222.6401142,324.0944961,214.8956797,177.7535154,363.305758,410.5719294,191.9290064,285.6931239,202.7950139,84.45265478
415.9052476,219.4407245,317.4613204,210.0990722,175.4170986,346.7628316,393.7100469,189.0798714,277.0865726,198.709957,84.57749059
403.1908012,216.645918,310.5781916,210.5080418,175.9738433,352.3859965,395.4306189,189.0305716,276.8269208,199.4820392,84.59138133
404.7103162,216.782353,310.6615346,209.9703428,175.2929352,347.9863232,389.6116111,188.1934462,274.2175873,198.273076,84.61355915
405.9497509,216.3114441,312.0815137,206.2020306,174.7844087,339.8028931,393.19706,188.6755354,276.141763,197.7522538,84.64295969
428.5409234,223.3131347,326.8142814,213.0629213,177.2197959,357.364296,410.4202562,191.9658654,286.0682658,202.080763,84.4646514
423.8148268,222.8896891,323.6553961,216.2794218,177.7929103,365.4636734,407.9493414,191.5741897,284.4206615,202.7225311,84.44557729
413.1994106,219.9778558,317.3756033,214.3357161,177.3438288,362.6018237,404.6034795,190.7513662,281.9686236,201.8754305,84.49806165
439.245672,223.4751483,329.8984141,205.7218296,173.7426288,329.0412852,390.5504825,189.0854295,277.6182368,196.3884733,84.59944547
444.1614385,226.4883407,334.9323894,211.9934256,176.3913134,349.3335474,407.3397801,191.8660725,285.9012942,200.8784181,84.46003672
430.919983,222.4414651,326.6177958,208.1718506,175.2299075,340.589918,399.9808691,190.3607611,281.3923131,198.8609943,84.5531547
439.8591639,227.2940564,334.08963,218.3727041,178.7546454,369.9456374,418.0457594,193.5651452,290.5784264,204.6363322,84.35721835
411.2831152,217.9899344,314.0660587,208.8197734,174.6623513,342.2146883,387.1858677,187.9442608,273.6628678,197.3270472,84.62244027
451.5761679,228.5856342,340.0051006,213.1938006,177.0504181,352.8281303,413.8265502,193.0696972,289.6192891,202.1425291,84.41106399
423.5553857,222.683126,324.9319496,214.9631537,178.476696,367.0028146,418.4205728,193.0819837,289.4087554,204.1653776,84.42715764
436.0252177,225.2167747,332.3965656,213.3918867,178.1699525,360.8264267,421.9971872,193.9157632,292.2156896,203.9942641,84.41149042
414.4811106,218.1936313,316.4487169,206.3932543,174.4625703,337.1928554,391.3192186,188.5971642,275.947462,197.2688695,84.63173986
454.9812703,231.3162028,346.0414319,219.2101004,180.9951051,378.9591727,444.91295,198.010734,304.6944963,209.1406148,84.2333019
431.6586536,224.1845743,329.9259021,213.0611467,178.0612364,360.6368939,420.5390931,193.5780837,291.1770081,203.7469857,84.42728324
436.087237,225.1626616,332.1560772,213.0945083,177.7978806,358.7260347,418.729158,193.4154209,290.6926326,203.3227682,84.42421136
431.7955446,224.5251624,327.9409402,215.5230967,177.3811391,360.9196482,407.1560162,191.6370329,284.6979107,202.1658998,84.44189256
417.5663024,219.7621217,319.2714889,209.3883171,175.810634,347.2750624,400.0902969,190.0722847,280.2873678,199.5722026,84.56177742
441.8202488,227.2880993,334.6544025,216.6346591,177.9816585,363.4780056,413.9225993,192.9618394,288.7937566,203.3865426,84.38677135
451.8094032,229.5847815,342.925114,215.546319,179.1752773,365.8925659,432.6124463,195.9830138,298.6736017,205.9997949,84.32110604
415.7476997,220.9303543,320.7019237,215.0983812,178.8775159,370.5816791,420.0829833,193.138303,289.4813916,204.7455176,84.43608858
431.8355941,223.2490856,328.3783006,209.853859,176.2715678,347.6616075,408.0734628,191.6404624,285.3146815,200.6819267,84.50458266
431.5367486,223.2826111,328.0544055,210.2816266,176.1759231,347.9700087,406.0925761,191.333426,284.3364518,200.4528397,84.50529475
420.5830574,222.4888815,322.8213371,217.2955103,178.7647445,372.2306545,415.2661844,192.6175814,287.6217715,204.3868637,84.41590058
428.8705463,222.9220231,326.0844282,211.5387957,176.2496276,350.5787067,403.2712872,190.8621753,282.7116658,200.4011195,84.50476281
425.3085109,222.0588892,323.3407112,211.8605349,176.0761764,350.7796692,399.3812431,190.202006,280.5157931,199.9522082,84.52159001
443.9186784,227.8576688,337.2204537,216.5551332,178.8891888,367.3569977,424.6714759,194.6050607,294.1151524,205.1655327,84.34953381
426.9323906,223.4701503,324.949954,215.9278575,177.3601795,362.3030868,404.8517022,191.1752257,283.2043122,201.9981362,84.45431999
442.8609804,225.6693767,334.3636205,209.7297287,175.8724452,343.9416726,406.661364,191.6953126,285.5637316,200.1245064,84.49049024
438.515331,225.5963096,331.6242287,213.5288042,176.6479863,353.6564441,405.4739505,191.4743825,284.5222614,201.1114266,84.45764941
417.9241465,220.0333286,319.2038265,210.3060943,175.7693097,348.4202153,397.8051486,189.7407536,279.2092006,199.4063532,84.5576268
464.8010062,233.9355835,348.7272052,221.9816195,179.5395916,374.4041154,424.8725081,195.3009842,295.8537259,206.2189384,84.24848744
467.5637497,235.2208967,353.6477748,222.8248469,181.7116502,385.0535616,447.6838242,198.8888876,307.0938637,210.349954,84.15730135
412.8673006,218.4581198,317.2566382,208.1011721,175.9427351,346.9360431,403.7364801,190.4419533,281.6702486,199.9045819,84.57509204
430.9622365,223.2906279,327.6702698,210.9743902,176.4249289,350.1917253,406.9123511,191.4564574,284.6340771,200.8297855,84.49655482
419.2411365,220.1094418,319.5456011,209.6487115,175.4229764,345.576117,395.6186013,189.437038,278.2784566,198.8301056,84.57050656
427.0581369,221.766531,323.2377534,209.5349353,174.8140887,341.3015798,391.0458412,188.9217256,276.7492554,197.8139769,84.57334551
423.021975,221.091712,321.6487515,210.181158,175.4551158,345.874892,395.7559239,189.5560056,278.6458768,198.9042126,84.55715467
441.3069563,226.2356554,334.293791,213.1255458,177.3392647,355.6371681,414.6279199,192.9451408,289.1330569,202.5267692,84.42778411
475.9146031,236.2930072,356.4688335,220.3408059,179.8252253,371.5611601,434.5523454,197.0256221,301.47393,207.1485343,84.21410453
411.4645521,219.1694323,314.667595,213.5550898,176.0797167,355.6240998,392.1008422,188.8271081,275.9118255,199.5265793,84.552887
436.602098,224.6186921,328.5626158,212.2641443,175.2346886,345.4540247,392.0034402,189.3658661,277.884322,198.5028573,84.52238853
406.112651,219.4796053,310.7901376,212.5221412,177.2306343,341.3424309,375.7246614,189.2693243,269.5204378,198.6876307,85.05416126
424.9715819,225.6709366,326.3780784,218.077821,181.4728264,366.2490072,414.3191542,195.6525937,289.2737903,206.4760129,84.82342403
428.8866257,224.8073177,324.5630979,212.7268106,177.6840473,340.0580171,385.7057413,191.2982217,276.0178727,199.9164572,84.97525548
430.6241423,226.6961976,329.6484143,216.6739021,180.9430675,360.6979397,413.5246258,195.6364368,289.4370617,205.7477231,84.83094016
407.2457372,219.1981418,313.472532,209.1879324,177.8107808,339.2465121,389.8389971,191.3212301,276.3620787,200.1527426,85.04102485
446.5874281,231.5672123,338.6065814,221.8345056,181.8420914,369.2486573,415.6834926,196.5127236,291.6976556,207.187688,84.73519104
438.1156893,228.1305102,334.5574483,215.2061575,180.8442779,356.8139761,417.9993659,196.4678212,292.2836574,205.8711435,84.8202205
453.9348718,234.1405226,343.7230518,224.9830299,183.0002771,377.7243201,423.2436885,197.9415611,295.8746353,209.2037033,84.65928939
407.6476407,220.8533738,315.1009908,215.2578235,180.1807894,359.3568268,401.8536639,193.2721186,281.9244733,203.9947525,84.93003281
446.3646655,230.9925725,338.9688094,219.4242263,181.5996775,364.8858082,418.4224077,196.8512415,293.0691373,206.9795318,84.75397802
443.1105267,230.8821323,337.9325027,221.814475,182.8311725,374.5297018,425.4358448,197.9024778,296.0616301,208.99667,84.70849941
433.3571582,226.7718272,329.0591702,215.5936345,179.4139582,351.5296743,399.6557154,193.5787572,283.0086917,202.9932484,84.8855849
426.1414483,225.0293435,324.2720928,215.5220291,178.99362,350.6347065,393.4709144,192.4694042,279.4980182,202.0781938,84.92137041
428.4558481,225.0465376,326.7429206,212.8183122,179.0580421,346.7853547,400.9508915,193.5864596,283.326812,202.5325057,84.92235455
447.8346059,229.8216981,337.8103267,214.3958957,179.2755935,346.9457313,404.4089115,194.6186634,286.5268675,203.1107145,84.85821442
417.591459,223.2108342,321.8666723,214.8802065,180.5253192,358.6315961,409.7663098,194.6812933,286.5948877,204.9148972,84.88985309
432.2968592,226.0234099,329.516887,212.995983,179.381479,347.9717642,405.3002258,194.3379725,285.7566371,203.2121258,84.89931075
420.9183455,223.8164717,323.8231273,214.1588402,180.3954538,356.2634682,410.6856652,194.8952754,287.2988465,204.7972383,84.88895452
452.217111,232.6513687,342.056516,220.918545,181.8055108,366.835235,418.6342316,197.0725016,293.5714292,207.3100711,84.72504061
423.7344985,223.9737293,321.9930876,213.9920488,178.2322091,345.2604257,387.6959902,191.5037202,276.55417,200.7378265,84.96329448
417.0955254,222.7123721,319.8572211,213.9830744,179.1284623,350.6659879,396.1827189,192.6267236,280.0909506,202.3393475,84.94457374
420.7039229,224.2138319,321.1012437,217.4098588,179.3954133,356.0618663,392.4065769,192.2424952,278.5363279,202.5546744,84.91390095
410.5941116,220.3214262,316.1913646,210.1376162,178.4052072,342.7821065,395.2094906,192.2352305,279.1882307,201.2520439,85.0051884
397.860927,216.5322877,306.7356397,207.7179567,176.7553542,333.878626,378.9455,189.4272456,270.4582688,198.1272496,85.11224255
414.8785631,220.7977403,316.3893706,209.4101231,176.8560321,333.8761356,380.6606395,190.1207324,272.628671,198.4492916,85.05635623
433.9347783,225.4621383,327.0299271,210.9486218,176.9802264,333.5373263,382.9682353,190.9629405,275.1381169,198.8390463,84.99704264
411.5585259,221.2075674,317.6759145,212.6181116,179.642225,352.1904249,403.4521706,193.5328748,283.1038006,203.3554911,84.94852445
415.6858589,224.2303574,320.6220357,221.384407,181.9573386,375.0640692,409.6257544,194.8363583,286.2604502,206.861911,84.81874834
432.7415154,227.0792837,331.2047388,216.1219695,181.0031262,359.8399218,416.1425195,196.0670678,290.8986927,205.9677447,84.82547544
398.0228626,217.5155669,308.6806017,210.6804531,178.5777095,346.7474565,392.2854747,191.4896726,276.6964957,201.2692484,85.03255183
418.6715098,222.4351049,320.3535901,211.7430313,178.525056,344.3724348,394.8170856,192.4010186,279.6059252,201.4445973,84.97372446
416.6735476,221.8467826,319.9242523,210.7709158,178.6890562,344.0813366,398.6160449,192.8965876,281.3023064,201.841251,84.97669187
441.2965412,229.0347742,338.0686589,215.2128418,181.9029432,360.9793306,430.9662845,198.5106882,298.7905249,207.9727153,84.77519792
424.4166281,223.9132545,325.5983734,211.2702819,179.4266422,346.8332315,407.838653,194.4996526,286.363444,203.3491435,84.9261061
445.3075059,231.4980894,340.6741454,221.4059371,183.572242,377.0544789,435.3435991,199.440603,301.0400218,210.5138381,84.67669085
428.7399561,226.3681201,329.6030572,216.6258759,181.6695865,364.3255042,421.1285708,196.7327183,292.9101916,207.0978905,84.81111634
403.6912205,218.5341698,310.3975737,210.3713565,177.4447007,339.9034448,382.1477654,190.1063302,272.3980584,199.2652727,85.05992524
432.5419026,226.6652594,330.1733093,215.0905201,180.2484456,354.8662844,409.9434459,195.102789,287.907369,204.6284789,84.85826372
443.7539604,229.9648104,336.9999438,217.847583,180.9452924,360.0876401,414.2176862,196.1015165,290.8519987,205.8598096,84.79109149
423.7444349,224.574784,326.077465,214.2244468,180.6920577,357.2329452,414.8310609,195.588491,289.5465879,205.4252297,84.86941784
441.0111013,230.4056256,336.5272017,221.9569644,182.742072,374.7113109,423.6078051,197.5773673,295.0184554,208.7728864,84.71710275
427.3773491,223.8963115,325.0412763,209.8141619,177.6880229,336.3431949,392.3570485,192.1953238,279.2340973,200.2236697,84.98911955
444.6338064,230.9918318,338.5525897,220.7182923,182.3058274,370.1888207,422.6202596,197.4945368,294.8722515,208.1455923,84.72690542
445.7471518,230.9104774,339.9677294,219.0074987,182.349693,367.882332,427.6496854,198.2240898,297.4705242,208.4557572,84.72953123
461.3627393,236.1714853,348.9228338,226.0028504,183.8520798,381.9082697,432.0656993,199.4899193,300.7236481,210.8577637,84.60379825
449.7254009,231.5567816,340.5368504,218.6711622,181.1747173,361.2182212,416.2257132,196.5878881,292.2655026,206.3073908,84.7633964
442.0458343,230.2848943,336.8959084,220.3703379,182.1131204,369.3212278,420.7818779,197.1297954,293.8050213,207.774826,84.74264267
424.8793902,224.1962201,326.5925855,211.6851472,179.992576,349.9775929,413.4977632,195.3652172,289.0954545,204.4054608,84.90333831
400.3845936,218.1121795,310.5756766,210.7081828,178.9452217,348.12082,396.9831754,192.2436737,279.1179349,202.0151058,85.01356818
420.8767255,224.6974632,324.6759486,217.6087507,181.8467423,368.1412932,418.4252385,196.1471647,290.8921382,207.1614759,84.82383013
435.5202465,227.0582793,331.1839483,214.2501923,179.5750213,350.0519278,405.1525024,194.4314283,285.8768118,203.4893813,84.87852102
409.9799079,220.9530906,315.5964924,213.826338,179.2587396,352.4187251,395.7726032,192.3823076,279.2851036,202.4502064,84.96259745
405.724465,218.4403222,312.039926,207.7519918,177.1453324,334.296798,385.3699361,190.5868449,274.1538615,199.0147075,85.07550648
428.2014089,224.9329361,326.446537,212.6689054,178.9518367,346.1028876,399.9898006,193.4344494,282.8427141,202.3379115,84.92767511
444.5744734,230.431239,338.8643251,218.3649683,181.9874411,365.4404607,424.706127,197.733888,295.9460039,207.8032223,84.74898697
